show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s8140,Movie,Sweet Virginia,Jamie M. Dagg,United States,12/1/2019,2017,R,93 min,"Dramas, Independent Movies, Thrillers"
s5833,Movie,Gridlocked,Allan Ungar,Canada,7/14/2016,2015,R,114 min,Action & Adventure
s2943,TV Show,My Holo Love,Not Given,Pakistan,2/7/2020,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,9/1/2021,2016,TV-MA,88 min,Comedies
s3952,Movie,Jagat,Shanjey Kumar Perumal,Malaysia,4/2/2019,2015,TV-MA,76 min,"Dramas, International Movies"
s1069,TV Show,Unnatural Selection,Not Given,United States,4/14/2021,2019,TV-MA,1 Season,"Docuseries, Science & Nature TV"
s6822,Movie,Gagarin: First in Space,Pavel Parkhomenko,Russia,9/15/2017,2013,TV-14,108 min,"Dramas, International Movies"
s6043,Movie,A Kind of Murder,Andy Goddard,United States,5/1/2017,2016,R,96 min,Thrillers
s6696,TV Show,Encounters with Evil,Not Given,United Kingdom,7/12/2019,2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s8170,Movie,Terrifier,Damien Leone,United States,9/1/2018,2017,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers"
s4074,Movie,Four Sisters and a Wedding,Cathy Garcia-Molina,Philippines,2/27/2019,2013,TV-14,125 min,"Comedies, Dramas, International Movies"
s6374,TV Show,Braxton Family Values,Not Given,United States,2/15/2020,2014,TV-PG,2 Seasons,Reality TV
s4981,TV Show,Wild Wild Country,Not Given,United States,3/16/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s7221,Movie,Knowing,Alex Proyas,United States,10/1/2019,2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers"
s6679,TV Show,El Vato,Not Given,United States,2/24/2018,2017,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s1248,Movie,Banyuki,Hidenori Inoue,Not Given,3/1/2021,2009,TV-PG,182 min,"Action & Adventure, Dramas, International Movies"
s2639,Movie,الف مبروك,Ahmed Nader Galal,Egypt,4/25/2020,2009,TV-14,115 min,"Comedies, Dramas, International Movies"
s7899,Movie,Rukh,Atanu Mukherjee,India,4/1/2018,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
s5659,TV Show,Sense8,Not Given,United States,12/23/2016,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s1023,Movie,Taare Zameen Par,Aamir Khan,India,4/17/2021,2007,PG,162 min,"Dramas, International Movies"
s841,Movie,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,5/26/2021,2021,TV-MA,92 min,"Dramas, International Movies, Sports Movies"
s4174,Movie,Just Love,"Andy Caballero, Diego Corsini",Argentina,1/24/2019,2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals"
s2053,Movie,"Love, Guaranteed",Mark Steven Johnson,United States,9/3/2020,2020,TV-PG,91 min,"Comedies, Independent Movies, Romantic Movies"
s768,TV Show,Creator's File: GOLD,Not Given,Japan,6/3/2021,2021,TV-14,1 Season,"International TV Shows, TV Comedies"
s1454,Movie,Good Burger,Brian Robbins,United States,1/1/2021,1997,PG,96 min,"Children & Family Movies, Comedies"
s2693,Movie,LA Originals,Not Given,United States,4/10/2020,2020,TV-MA,92 min,"Documentaries, International Movies, Music & Musicals"
s6039,Movie,A Gray State,Erik Nelson,United States,12/25/2017,2017,TV-MA,93 min,Documentaries
s7690,TV Show,P. King Duckling,Not Given,United States,11/7/2017,2016,TV-Y,1 Season,"Kids' TV, TV Comedies"
s7444,Movie,Men in Black II,Barry Sonnenfeld,United States,10/1/2019,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,Not Given,Pakistan,4/13/2018,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1667,Movie,Alien Xmas,Stephen Chiodo,United States,11/20/2020,2020,TV-Y,42 min,Children & Family Movies
s1894,TV Show,DreamWorks Happy Holidays from Madagascar,Not Given,United States,10/2/2020,2005,TV-PG,1 Season,"Kids' TV, TV Comedies"
s7467,Movie,Miss Me This Christmas,Kenny Young,United States,12/19/2017,2017,TV-14,85 min,Romantic Movies
s4234,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",United States,12/31/2018,1989,TV-MA,81 min,Stand-Up Comedy
s1600,Movie,Break,Marc Fouchard,France,12/3/2020,2018,TV-MA,96 min,"Comedies, Dramas, International Movies"
s3309,Movie,Tune in for Love,Jung Ji-woo,South Korea,11/5/2019,2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies"
s2779,Movie,Bethany Hamilton: Unstoppable,Aaron Lieber,United States,3/25/2020,2019,PG,100 min,"Children & Family Movies, Documentaries, Sports Movies"
s6482,Movie,Christopher Robin,Marc Forster,United States,3/5/2019,2018,PG,104 min,"Children & Family Movies, Comedies, Dramas"
s8771,Movie,Yaadein,Subhash Ghai,India,3/1/2018,2001,TV-14,171 min,"Dramas, International Movies, Romantic Movies"
s174,Movie,Snervous Tyler Oakley,Amy Rice,United States,9/1/2021,2015,PG-13,83 min,"Documentaries, LGBTQ Movies"
s8201,Movie,The Bachelors,Kurt Voelker,United States,2/21/2018,2017,TV-14,100 min,Dramas
s8165,Movie,Ten Years,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang",Hong Kong,2/12/2019,2015,TV-MA,102 min,"Dramas, Independent Movies, International Movies"
s3237,TV Show,Once Upon A Time In Lingjian Mountain,Not Given,China,11/23/2019,2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy"
s7279,Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,United States,4/15/2020,2011,TV-Y,32 min,Children & Family Movies
s1765,Movie,Snowden,Oliver Stone,United Kingdom,11/1/2020,2016,R,134 min,"Dramas, Thrillers"
s1630,Movie,U-Turn,Derick Cabrido,Philippines,12/1/2020,2020,TV-MA,99 min,"Horror Movies, International Movies"
s4743,TV Show,The Could’ve-Gone-All-the-Way Committee,Not Given,Japan,8/1/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s927,Movie,Au coeur des gangs,Vondie Curtis-Hall,United States,5/1/2021,2006,R,97 min,"Action & Adventure, Dramas"
s5340,Movie,Baahubali: The Beginning (Tamil Version),S.S. Rajamouli,Not Given,8/7/2017,2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies"
s4663,TV Show,Monkey Twins,Not Given,Thailand,9/2/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s2800,Movie,Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada",Japan,3/19/2020,2020,TV-MA,75 min,"Action & Adventure, Anime Features, International Movies"
s308,Movie,Aftermath,Peter Winther,United States,8/4/2021,2021,TV-MA,115 min,Horror Movies
s3186,TV Show,The Road to Love,Not Given,Colombia,12/4/2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s3651,Movie,Twins Mission,To-hoi Kong,Hong Kong,7/21/2019,2007,TV-MA,102 min,"Action & Adventure, International Movies"
s3689,TV Show,Bangkok Love Stories: Objects of Affection,Not Given,Thailand,7/2/2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s7095,Movie,Iqbal,Nagesh Kukunoor,India,3/1/2018,2006,TV-Y7,127 min,"Dramas, Independent Movies, International Movies"
s5831,Movie,Rebirth,Karl Mueller,United States,7/15/2016,2016,TV-MA,101 min,"Dramas, Thrillers"
s7963,Movie,Scream 3,Wes Craven,United States,7/1/2019,2000,R,117 min,Horror Movies
s1737,Movie,Operation Christmas Drop,Martin Wood,United States,11/5/2020,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies"
s7724,Movie,Pekak,Mohd Khairul Azri Bin Md Noor,Malaysia,8/25/2017,2016,TV-MA,95 min,"Dramas, International Movies"
s2576,TV Show,WWII in HD,Not Given,United States,5/2/2020,2009,TV-14,1 Season,Docuseries
s2050,Movie,You're My Boss,Antoinette Jadaone,Philippines,9/4/2020,2015,TV-14,117 min,"Comedies, International Movies, Romantic Movies"
s5689,Movie,One in a Billion,Roman Gackowski,United States,12/6/2016,2016,TV-14,70 min,"Documentaries, Sports Movies"
s2121,Movie,Les Misérables,Tom Hooper,United Kingdom,8/16/2020,2012,PG-13,158 min,"Dramas, International Movies, Music & Musicals"
s5375,Movie,Amar,Esteban Crespo,Spain,7/15/2017,2017,TV-MA,104 min,"Dramas, International Movies, Romantic Movies"
s3920,Movie,Thriller,Dallas Jackson,United States,4/14/2019,2018,TV-MA,87 min,Horror Movies
s4987,Movie,The Art of Loving,Maria Sadowska,Poland,3/15/2018,2017,TV-MA,115 min,"Dramas, International Movies"
s791,Movie,Dream/Killer,Andrew Jenks,United States,6/2/2021,2015,TV-MA,109 min,Documentaries
s4293,Movie,Maps to the Stars,David Cronenberg,Canada,12/16/2018,2014,R,112 min,"Comedies, Dramas"
s1597,TV Show,The Great British Baking Show: Holidays,Not Given,Pakistan,12/4/2020,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV"
s3551,TV Show,Styling Hollywood,Not Given,Pakistan,8/30/2019,2019,TV-14,1 Season,Reality TV
s4691,Movie,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,India,8/21/2018,2017,TV-14,110 min,"Comedies, Dramas, International Movies"
s6099,Movie,Aftershock,Nicolás López,United States,3/7/2018,2012,R,89 min,"Action & Adventure, Horror Movies"
s1079,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,India,4/13/2021,2017,TV-Y,78 min,Children & Family Movies
s7643,Movie,Officer Downe,Shawn Crahan,United States,3/30/2017,2016,R,91 min,Action & Adventure
s1162,Movie,Elizabeth and Margaret: Love and Loyalty,Not Given,United Kingdom,3/26/2021,2020,TV-PG,87 min,Documentaries
s7694,TV Show,Pacific Heat,Not Given,Australia,12/2/2016,2016,TV-14,1 Season,"Crime TV Shows, TV Comedies"
s7729,Movie,Perfect Stranger,James Foley,United States,1/1/2019,2007,R,109 min,Thrillers
s4865,Movie,Spivak,"Anthony Abrams, Adam Larson Broder",United States,5/12/2018,2017,TV-MA,92 min,"Comedies, Independent Movies"
s6373,Movie,Brave New Jersey,Jody Lambert,United States,12/15/2017,2016,TV-MA,92 min,"Comedies, Independent Movies"
s5006,Movie,Adel Karam: Live from Beirut,Not Given,United States,3/1/2018,2018,TV-MA,59 min,Stand-Up Comedy
s7846,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,India,9/15/2018,2017,TV-14,112 min,"Dramas, International Movies"
s5141,Movie,DreamWorks Home: For the Holidays,Not Given,United States,12/1/2017,2017,TV-Y,46 min,"Children & Family Movies, Comedies, Music & Musicals"
s7064,Movie,Incoming,Eric Zaragosa,Serbia,10/26/2018,2019,TV-MA,89 min,"Action & Adventure, Sci-Fi & Fantasy"
s4736,Movie,Tere Naal Love Ho Gaya,Mandeep Kumar,India,8/2/2018,2012,TV-14,127 min,"Comedies, International Movies, Romantic Movies"
s2674,Movie,The Legacy of the Bones,Fernando González Molina,Spain,4/17/2020,2019,TV-MA,121 min,"International Movies, Thrillers"
s8256,Movie,The Consul's Son,Amr Arafa,Egypt,4/25/2019,2011,TV-14,114 min,"Comedies, International Movies, Thrillers"
s4330,Movie,A Beautiful Life,Andrew Lau Wai-Keung,China,12/1/2018,2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies"
s2018,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,9/10/2020,2019,TV-14,116 min,"Dramas, International Movies"
s7614,Movie,NOVA: Poisoned Water,Llewellyn M. Smith,United States,7/1/2019,2017,TV-PG,54 min,Documentaries
s1950,TV Show,The Good Place,Not Given,United States,9/26/2020,2020,TV-14,4 Seasons,TV Comedies
s4562,Movie,Delhi 6,Rakeysh Omprakash Mehra,India,10/1/2018,2009,TV-14,128 min,"Dramas, International Movies"
s7947,Movie,Savage Dog,Jesse V. Johnson,United States,11/1/2017,2017,TV-MA,95 min,"Action & Adventure, Independent Movies"
s3232,Movie,True: Winter Wishes,"Mark Thornton, Todd Kauffman",United States,11/26/2019,2019,TV-Y,46 min,Children & Family Movies
s5823,TV Show,Cocaine,Not Given,United Kingdom,8/1/2016,2005,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
